id,device_id,temperature,gas,severity,risk_score,allocation,fog_latency,cloud_latency,bandwidth_bytes,sla_violation,timestamp
6337,esp25,30.0,667,WARNING,0.631,FOG_EXECUTION,6.8741180000415625,,0,0,1772009024.837684
6338,esp44,43.0,692,CRITICAL,0.75,FOG_EXECUTION,6.0003129999586235,,0,0,1772009024.845342
6339,esp42,30.0,598,WARNING,0.591,CLOUD_EXECUTION,6.035589000020991,,0,0,1772009024.854126
6340,esp1,43.0,742,CRITICAL,0.779,FOG_EXECUTION,30.543131999934303,,0,0,1772009025.4021113
6341,esp3,32.0,352,NORMAL,0.462,CLOUD_EXECUTION,11.437542999942707,,0,0,1772009025.4318156
6342,esp4,45.0,508,WARNING,0.658,FOG_EXECUTION,6.083300000000236,,0,0,1772009025.4405763
6343,esp2,42.0,271,NORMAL,0.495,CLOUD_EXECUTION,7.241566000061539,,0,0,1772009025.4494371
6344,esp9,26.0,350,NORMAL,0.413,CLOUD_EXECUTION,6.12276499998643,,0,0,1772009025.4590468
6345,esp11,29.0,556,WARNING,0.558,CLOUD_EXECUTION,6.208237000009831,,0,0,1772009025.468082
6346,esp8,25.0,346,NORMAL,0.403,CLOUD_EXECUTION,6.051916000046731,,0,0,1772009025.477558
6347,esp6,41.0,696,CRITICAL,0.736,FOG_EXECUTION,6.095834000007017,,0,0,1772009025.4863956
6348,esp5,33.0,761,WARNING,0.71,FOG_EXECUTION,5.97268499996062,,0,0,1772009025.4951568
6349,esp15,30.0,420,NORMAL,0.486,CLOUD_EXECUTION,5.994901999997637,,0,0,1772009025.5028176
6350,esp12,26.0,690,WARNING,0.613,FOG_EXECUTION,6.337391999977626,,0,0,1772009025.511874
6351,esp16,41.0,714,CRITICAL,0.747,FOG_EXECUTION,5.842573999984779,,0,0,1772009025.5196416
6352,esp7,30.0,543,WARNING,0.558,CLOUD_EXECUTION,6.538895999938177,,0,0,1772009025.5289903
6353,esp17,26.0,656,WARNING,0.593,CLOUD_EXECUTION,6.269616000054157,,0,0,1772009025.5377934
6354,esp19,44.0,644,CRITICAL,0.73,FOG_EXECUTION,6.25863500010837,,0,0,1772009025.5465133
6355,esp10,32.0,717,WARNING,0.677,FOG_EXECUTION,6.093253000017285,,0,0,1772009025.5558167
6356,esp18,29.0,704,WARNING,0.645,FOG_EXECUTION,6.0474989999192985,,0,0,1772009025.5635672
6357,esp13,39.0,519,WARNING,0.616,FOG_EXECUTION,6.0633949999555625,,0,0,1772009025.5711997
6358,esp28,44.0,462,NORMAL,0.623,FOG_EXECUTION,6.198198999982196,,0,0,1772009025.5790987
6359,esp36,43.0,774,CRITICAL,0.798,FOG_EXECUTION,6.027881000022717,,0,0,1772009025.5867336
6360,esp21,28.0,317,NORMAL,0.41,CLOUD_EXECUTION,6.430648999980804,,0,0,1772009025.59601
6361,esp22,35.0,500,WARNING,0.573,CLOUD_EXECUTION,6.025625999996009,,0,0,1772009025.6045227
6362,esp45,29.0,666,WARNING,0.623,FOG_EXECUTION,6.34347200002594,,0,0,1772009025.613676
6363,esp24,33.0,398,NORMAL,0.497,CLOUD_EXECUTION,5.845531999966624,,0,0,1772009025.6212592
6364,esp27,45.0,600,CRITICAL,0.712,FOG_EXECUTION,6.465949000016735,,0,0,1772009025.6301928
6365,esp32,42.0,226,NORMAL,0.469,CLOUD_EXECUTION,6.1864150000019436,,0,0,1772009025.6392646
6366,esp29,26.0,307,NORMAL,0.388,CLOUD_EXECUTION,6.060890999947333,,0,0,1772009025.6479366
6367,esp26,34.0,717,WARNING,0.693,FOG_EXECUTION,6.066223999937392,,0,0,1772009025.6569371
6368,esp23,42.0,731,CRITICAL,0.765,FOG_EXECUTION,5.651151000051868,,0,0,1772009025.6642392
6369,esp33,36.0,302,NORMAL,0.465,CLOUD_EXECUTION,6.214105000026393,,0,0,1772009025.673919
6370,esp40,26.0,201,NORMAL,0.326,CLOUD_EXECUTION,6.437356999981603,,0,0,1772009025.6831927
6371,esp14,28.0,686,WARNING,0.626,FOG_EXECUTION,10.985038000058012,,0,0,1772009025.696988
6372,esp20,45.0,791,CRITICAL,0.824,FOG_EXECUTION,6.081164000079298,,0,0,1772009025.7047923
6373,esp31,38.0,617,WARNING,0.666,FOG_EXECUTION,6.858557999976256,,0,0,1772009025.7153108
6374,esp41,32.0,475,NORMAL,0.535,CLOUD_EXECUTION,6.3129300000355215,,0,0,1772009025.7234392
6375,esp34,36.0,229,NORMAL,0.422,CLOUD_EXECUTION,7.599381999966681,,0,0,1772009025.733613
6376,esp43,36.0,661,WARNING,0.676,FOG_EXECUTION,7.295103000046765,,0,0,1772009025.743992
6377,esp37,37.0,498,NORMAL,0.588,CLOUD_EXECUTION,6.108037999979388,,0,0,1772009025.751879
6378,esp39,37.0,419,NORMAL,0.542,CLOUD_EXECUTION,6.118863999972746,,0,0,1772009025.7606359
6379,esp46,35.0,480,NORMAL,0.562,CLOUD_EXECUTION,6.92677699998967,,0,0,1772009025.7710721
6380,esp38,43.0,454,NORMAL,0.61,FOG_EXECUTION,6.667786999969394,,0,0,1772009025.7803001
6381,esp47,44.0,455,NORMAL,0.619,FOG_EXECUTION,6.062560000032136,,0,0,1772009025.7881138
6382,esp50,33.0,410,NORMAL,0.504,CLOUD_EXECUTION,5.735015000027488,,0,0,1772009025.7954605
6383,esp49,30.0,635,WARNING,0.612,FOG_EXECUTION,6.928506999997808,,0,0,1772009025.8043134
6384,esp44,45.0,374,NORMAL,0.579,CLOUD_EXECUTION,5.845140000019455,,0,0,1772009025.8118157
6385,esp25,33.0,208,NORMAL,0.386,CLOUD_EXECUTION,6.995379000045432,,0,0,1772009025.8214114
6386,esp30,25.0,590,WARNING,0.546,CLOUD_EXECUTION,6.002677999958905,,0,0,1772009025.8302972
6387,esp48,39.0,582,WARNING,0.653,FOG_EXECUTION,6.65433500000745,,0,0,1772009025.8398204
6388,esp42,40.0,746,CRITICAL,0.758,FOG_EXECUTION,5.840678000026855,,0,0,1772009025.847237
6389,esp35,39.0,402,NORMAL,0.548,CLOUD_EXECUTION,6.302044999983991,,0,0,1772009025.8562422
6390,esp1,43.0,639,CRITICAL,0.719,FOG_EXECUTION,9.349435999979505,,0,0,1772009026.3823578
6391,esp3,39.0,521,WARNING,0.618,FOG_EXECUTION,14.139397999997527,,0,0,1772009026.4146223
6392,esp4,32.0,276,NORMAL,0.418,CLOUD_EXECUTION,5.516252999996141,,0,0,1772009026.4220047
6393,esp2,40.0,762,CRITICAL,0.767,FOG_EXECUTION,6.369338000013158,,0,0,1772009026.4317255
6394,esp9,43.0,799,CRITICAL,0.813,FOG_EXECUTION,6.733321999945474,,0,0,1772009026.4415987
6395,esp8,35.0,478,NORMAL,0.56,CLOUD_EXECUTION,6.156132999990405,,0,0,1772009026.451035
6396,esp11,38.0,477,NORMAL,0.584,CLOUD_EXECUTION,6.046546999982638,,0,0,1772009026.4611602
6397,esp6,39.0,670,CRITICAL,0.705,FOG_EXECUTION,6.178176000048552,,0,0,1772009026.4698384
6398,esp5,27.0,695,WARNING,0.624,FOG_EXECUTION,6.515978000038558,,0,0,1772009026.4792283
6399,esp16,42.0,607,CRITICAL,0.692,FOG_EXECUTION,6.150274999981775,,0,0,1772009026.486987
6400,esp12,37.0,344,NORMAL,0.498,CLOUD_EXECUTION,7.85294199999953,,0,0,1772009026.4980068
6401,esp15,26.0,209,NORMAL,0.331,CLOUD_EXECUTION,6.270588000006683,,0,0,1772009026.5073192
6402,esp7,35.0,281,NORMAL,0.445,CLOUD_EXECUTION,6.255089999967822,,0,0,1772009026.5173535
6403,esp17,45.0,770,CRITICAL,0.812,FOG_EXECUTION,7.4777220000896705,,0,0,1772009026.527245
6404,esp19,45.0,202,NORMAL,0.478,CLOUD_EXECUTION,7.337814000038634,,0,0,1772009026.536809
6405,esp10,26.0,217,NORMAL,0.335,CLOUD_EXECUTION,7.027519999951437,,0,0,1772009026.546799
6406,esp18,27.0,698,WARNING,0.625,FOG_EXECUTION,7.980339000027925,,0,0,1772009026.556934
6407,esp13,39.0,420,NORMAL,0.558,CLOUD_EXECUTION,5.937463000009302,,0,0,1772009026.5645494
6408,esp28,29.0,475,NORMAL,0.511,CLOUD_EXECUTION,5.917871999940871,,0,0,1772009026.5728474
6409,esp36,28.0,660,WARNING,0.611,FOG_EXECUTION,8.01642399994762,,0,0,1772009026.583916
6410,esp21,36.0,405,NORMAL,0.526,CLOUD_EXECUTION,6.310794999990321,,0,0,1772009026.5919578
6411,esp22,30.0,770,WARNING,0.692,FOG_EXECUTION,6.26045499996053,,0,0,1772009026.6016624
6412,esp45,28.0,430,NORMAL,0.476,CLOUD_EXECUTION,6.183034000059706,,0,0,1772009026.6094675
6413,esp24,37.0,304,NORMAL,0.474,CLOUD_EXECUTION,5.9736319999501575,,0,0,1772009026.6180446
6414,esp32,36.0,637,WARNING,0.662,FOG_EXECUTION,5.968353999946885,,0,0,1772009026.6264715
6415,esp27,38.0,425,NORMAL,0.553,CLOUD_EXECUTION,6.567502999928365,,0,0,1772009026.634712
6416,esp29,30.0,417,NORMAL,0.485,CLOUD_EXECUTION,7.149646000016219,,0,0,1772009026.6443312
6417,esp23,29.0,546,WARNING,0.552,CLOUD_EXECUTION,6.28344400001879,,0,0,1772009026.65308
6418,esp26,26.0,722,WARNING,0.631,FOG_EXECUTION,6.134626000061871,,0,0,1772009026.6618233
6419,esp40,43.0,509,WARNING,0.643,FOG_EXECUTION,6.076556000039091,,0,0,1772009026.6695042
6420,esp14,40.0,275,NORMAL,0.481,CLOUD_EXECUTION,6.683296000005612,,0,0,1772009026.6778772
6421,esp33,32.0,486,NORMAL,0.541,CLOUD_EXECUTION,6.682049000005463,,0,0,1772009026.6873236
6422,esp31,33.0,390,NORMAL,0.493,CLOUD_EXECUTION,6.278401000031408,,0,0,1772009026.6964905
6423,esp20,37.0,591,WARNING,0.643,FOG_EXECUTION,6.228766000049291,,0,0,1772009026.7052586
6424,esp41,42.0,268,NORMAL,0.493,CLOUD_EXECUTION,5.9502070000689855,,0,0,1772009026.7128787
6425,esp34,42.0,550,WARNING,0.659,FOG_EXECUTION,6.705991999979233,,0,0,1772009026.7221875
6426,esp43,30.0,556,WARNING,0.566,CLOUD_EXECUTION,6.065218999992794,,0,0,1772009026.7299132
6427,esp37,40.0,788,CRITICAL,0.782,FOG_EXECUTION,6.354436000037822,,0,0,1772009026.7387621
6428,esp39,36.0,223,NORMAL,0.419,CLOUD_EXECUTION,6.155980000016825,,0,0,1772009026.7478206
6429,esp46,42.0,563,WARNING,0.666,FOG_EXECUTION,6.689391999998406,,0,0,1772009026.758301
6430,esp38,34.0,325,NORMAL,0.463,CLOUD_EXECUTION,5.923028000097474,,0,0,1772009026.7658715
6431,esp47,42.0,795,CRITICAL,0.802,FOG_EXECUTION,7.091272000025128,,0,0,1772009026.7756214
6432,esp50,38.0,231,NORMAL,0.439,CLOUD_EXECUTION,7.5740949999953955,,0,0,1772009026.7853675
6433,esp25,43.0,410,NORMAL,0.584,CLOUD_EXECUTION,6.313188000035552,,0,0,1772009026.7943506
6434,esp49,45.0,374,NORMAL,0.579,CLOUD_EXECUTION,6.245494000040708,,0,0,1772009026.8035645
6435,esp44,40.0,469,NORMAL,0.595,CLOUD_EXECUTION,6.170332000010603,,0,0,1772009026.8123436
6436,esp30,44.0,382,NORMAL,0.576,CLOUD_EXECUTION,6.177984000032666,,0,0,1772009026.8210135
6437,esp48,34.0,662,WARNING,0.66,FOG_EXECUTION,6.2543989999994665,,0,0,1772009026.830101
6438,esp42,25.0,286,NORMAL,0.368,CLOUD_EXECUTION,6.259177000060845,,0,0,1772009026.8379366
6439,esp35,36.0,600,WARNING,0.64,FOG_EXECUTION,6.301366999991842,,0,0,1772009026.8467164
6440,esp1,31.0,710,WARNING,0.664,FOG_EXECUTION,17.24244299998645,,0,0,1772009027.3918931
6441,esp3,33.0,775,WARNING,0.719,FOG_EXECUTION,7.352308000008634,,0,0,1772009027.422241
6442,esp2,43.0,215,NORMAL,0.47,CLOUD_EXECUTION,6.987997000010182,,0,0,1772009027.4311562
6443,esp4,37.0,451,NORMAL,0.561,CLOUD_EXECUTION,7.080522000023848,,0,0,1772009027.44161
6444,esp9,40.0,321,NORMAL,0.508,CLOUD_EXECUTION,7.01266700002634,,0,0,1772009027.4506218
6445,esp8,41.0,225,NORMAL,0.46,CLOUD_EXECUTION,6.103681000013239,,0,0,1772009027.4606662
6446,esp11,25.0,728,WARNING,0.627,FOG_EXECUTION,6.294086000025345,,0,0,1772009027.4697924
6447,esp5,26.0,305,NORMAL,0.387,CLOUD_EXECUTION,5.671085000017229,,0,0,1772009027.4770153
6448,esp6,31.0,503,WARNING,0.543,CLOUD_EXECUTION,5.993358000068838,,0,0,1772009027.4853303
6449,esp16,45.0,472,NORMAL,0.637,FOG_EXECUTION,6.376694999971733,,0,0,1772009027.4941814
6450,esp15,38.0,716,WARNING,0.724,FOG_EXECUTION,5.670877000056862,,0,0,1772009027.5014827
6451,esp12,36.0,311,NORMAL,0.47,CLOUD_EXECUTION,5.656359999989036,,0,0,1772009027.5086722
6452,esp7,27.0,772,WARNING,0.669,FOG_EXECUTION,6.328832000008333,,0,0,1772009027.5179424
6453,esp17,35.0,570,WARNING,0.614,FOG_EXECUTION,6.223679999948217,,0,0,1772009027.5259547
6454,esp19,37.0,231,NORMAL,0.431,CLOUD_EXECUTION,5.834508000020833,,0,0,1772009027.5334826
6455,esp10,27.0,211,NORMAL,0.34,CLOUD_EXECUTION,6.121338999946602,,0,0,1772009027.542029
6456,esp18,32.0,743,WARNING,0.692,FOG_EXECUTION,7.049135999977807,,0,0,1772009027.55293
6457,esp13,30.0,708,WARNING,0.655,FOG_EXECUTION,5.91930100006266,,0,0,1772009027.5607188
6458,esp28,32.0,456,NORMAL,0.523,CLOUD_EXECUTION,5.697832999999264,,0,0,1772009027.5680587
6459,esp36,35.0,397,NORMAL,0.513,CLOUD_EXECUTION,6.174283999939689,,0,0,1772009027.5774186
6460,esp21,38.0,417,NORMAL,0.549,CLOUD_EXECUTION,6.299652000052447,,0,0,1772009027.586175
6461,esp22,44.0,788,CRITICAL,0.814,FOG_EXECUTION,5.987479999930656,,0,0,1772009027.5946698
6462,esp45,34.0,362,NORMAL,0.484,CLOUD_EXECUTION,6.981249999967076,,0,0,1772009027.6039503
6463,esp24,34.0,400,NORMAL,0.507,CLOUD_EXECUTION,6.2359120000792245,,0,0,1772009027.612783
6464,esp32,27.0,368,NORMAL,0.432,CLOUD_EXECUTION,6.127334999973755,,0,0,1772009027.6214256
6465,esp27,38.0,699,WARNING,0.714,FOG_EXECUTION,7.2376879999183075,,0,0,1772009027.6311533
6466,esp29,25.0,202,NORMAL,0.318,CLOUD_EXECUTION,5.942363000031037,,0,0,1772009027.638816
6467,esp26,36.0,468,NORMAL,0.562,CLOUD_EXECUTION,6.47186099990904,,0,0,1772009027.6477954
6468,esp23,40.0,595,WARNING,0.669,FOG_EXECUTION,6.844710999985182,,0,0,1772009027.6572082
6469,esp40,25.0,782,WARNING,0.659,FOG_EXECUTION,5.847915000003923,,0,0,1772009027.6646574
6470,esp33,33.0,515,WARNING,0.566,CLOUD_EXECUTION,5.891786000006505,,0,0,1772009027.6722996
6471,esp14,25.0,564,WARNING,0.531,CLOUD_EXECUTION,7.243368999979793,,0,0,1772009027.6819983
6472,esp31,32.0,434,NORMAL,0.511,CLOUD_EXECUTION,6.034833999933653,,0,0,1772009027.6905777
6473,esp41,28.0,512,WARNING,0.524,CLOUD_EXECUTION,6.100984999989123,,0,0,1772009027.6992931
6474,esp20,38.0,281,NORMAL,0.469,CLOUD_EXECUTION,6.134941000027538,,0,0,1772009027.7078114
6475,esp34,29.0,793,WARNING,0.697,FOG_EXECUTION,6.141155000022991,,0,0,1772009027.7167568
6476,esp43,31.0,345,NORMAL,0.45,CLOUD_EXECUTION,5.903485999965596,,0,0,1772009027.724255
6477,esp37,38.0,323,NORMAL,0.493,CLOUD_EXECUTION,6.305220999934136,,0,0,1772009027.733198
6478,esp46,38.0,653,WARNING,0.687,FOG_EXECUTION,6.316084999980376,,0,0,1772009027.7420363
6479,esp39,42.0,347,NORMAL,0.54,CLOUD_EXECUTION,5.9803230000170515,,0,0,1772009027.7496758
6480,esp47,35.0,278,NORMAL,0.443,CLOUD_EXECUTION,6.703025999968304,,0,0,1772009027.7589345
6481,esp38,34.0,669,WARNING,0.664,FOG_EXECUTION,6.132769999908305,,0,0,1772009027.767604
6482,esp50,35.0,364,NORMAL,0.493,CLOUD_EXECUTION,5.692826999961653,,0,0,1772009027.7751708
6483,esp25,29.0,441,NORMAL,0.491,CLOUD_EXECUTION,5.964416999972855,,0,0,1772009027.783707
6484,esp49,28.0,278,NORMAL,0.387,CLOUD_EXECUTION,6.1878750000232685,,0,0,1772009027.7924926
6485,esp44,40.0,641,CRITICAL,0.696,FOG_EXECUTION,6.1999710000009145,,0,0,1772009027.8015625
6486,esp30,34.0,527,WARNING,0.581,CLOUD_EXECUTION,6.525086999999985,,0,0,1772009027.8112013
6487,esp42,30.0,414,NORMAL,0.483,CLOUD_EXECUTION,6.114362999937839,,0,0,1772009027.8199167
6488,esp48,34.0,618,WARNING,0.634,FOG_EXECUTION,6.4936399999169225,,0,0,1772009027.829086
6489,esp35,31.0,273,NORMAL,0.408,CLOUD_EXECUTION,5.769294999936392,,0,0,1772009027.8366303
6490,esp1,26.0,579,WARNING,0.548,CLOUD_EXECUTION,6.246762000046147,,0,0,1772009028.3812194
6491,esp3,37.0,268,NORMAL,0.453,CLOUD_EXECUTION,16.90677900000992,,0,0,1772009028.414034
6492,esp4,36.0,387,NORMAL,0.515,CLOUD_EXECUTION,6.133284000043204,,0,0,1772009028.4228563
6493,esp2,44.0,408,NORMAL,0.591,CLOUD_EXECUTION,6.006045000049198,,0,0,1772009028.4313412
6494,esp9,40.0,583,WARNING,0.662,FOG_EXECUTION,6.214749000037045,,0,0,1772009028.4404624
6495,esp8,38.0,444,NORMAL,0.564,CLOUD_EXECUTION,5.771006999907513,,0,0,1772009028.4478223
6496,esp11,35.0,527,WARNING,0.589,CLOUD_EXECUTION,6.033127000023342,,0,0,1772009028.4562118
6497,esp5,32.0,749,WARNING,0.695,FOG_EXECUTION,6.648866000091402,,0,0,1772009028.465275
6498,esp6,37.0,262,NORMAL,0.45,CLOUD_EXECUTION,5.709841999987475,,0,0,1772009028.4725637
6499,esp16,44.0,329,NORMAL,0.545,CLOUD_EXECUTION,6.498505000081423,,0,0,1772009028.4814997
6500,esp15,26.0,208,NORMAL,0.33,CLOUD_EXECUTION,5.996085999981915,,0,0,1772009028.489894
6501,esp12,26.0,547,WARNING,0.529,CLOUD_EXECUTION,5.999209999913546,,0,0,1772009028.4983103
6502,esp7,25.0,345,NORMAL,0.402,CLOUD_EXECUTION,6.371583000031933,,0,0,1772009028.507341
6503,esp17,39.0,743,CRITICAL,0.748,FOG_EXECUTION,7.100489999970705,,0,0,1772009028.516985
6504,esp19,36.0,793,WARNING,0.753,FOG_EXECUTION,6.188057000031222,,0,0,1772009028.525863
6505,esp10,28.0,266,NORMAL,0.38,CLOUD_EXECUTION,5.832263000002058,,0,0,1772009028.53337
6506,esp18,25.0,569,WARNING,0.534,CLOUD_EXECUTION,6.273529999930361,,0,0,1772009028.5421169
6507,esp13,36.0,607,WARNING,0.644,FOG_EXECUTION,6.254959999978382,,0,0,1772009028.5510967
6508,esp28,41.0,211,NORMAL,0.452,CLOUD_EXECUTION,5.80877100003363,,0,0,1772009028.5585341
6509,esp36,31.0,477,NORMAL,0.528,CLOUD_EXECUTION,6.01148100008686,,0,0,1772009028.5670571
6510,esp45,40.0,376,NORMAL,0.541,CLOUD_EXECUTION,5.888536000043132,,0,0,1772009028.5754924
6511,esp22,31.0,248,NORMAL,0.393,CLOUD_EXECUTION,6.532400999958554,,0,0,1772009028.5848224
6512,esp21,30.0,658,WARNING,0.626,FOG_EXECUTION,6.563488999972833,,0,0,1772009028.5939393
6513,esp24,36.0,303,NORMAL,0.466,CLOUD_EXECUTION,5.649564999998802,,0,0,1772009028.6013253
6514,esp29,38.0,410,NORMAL,0.544,CLOUD_EXECUTION,6.482761999905051,,0,0,1772009028.6096354
6515,esp27,44.0,222,NORMAL,0.482,CLOUD_EXECUTION,5.74486400000751,,0,0,1772009028.61804
6516,esp32,32.0,468,NORMAL,0.53,CLOUD_EXECUTION,5.913848999966831,,0,0,1772009028.6269875
6517,esp26,37.0,232,NORMAL,0.432,CLOUD_EXECUTION,5.937941999945906,,0,0,1772009028.6353369
6518,esp23,27.0,319,NORMAL,0.403,CLOUD_EXECUTION,6.168341000034161,,0,0,1772009028.6442642
6519,esp14,41.0,492,NORMAL,0.617,FOG_EXECUTION,7.313376000070093,,0,0,1772009028.6541462
6520,esp40,28.0,379,NORMAL,0.446,CLOUD_EXECUTION,5.75833599998532,,0,0,1772009028.6615024
6521,esp33,35.0,477,NORMAL,0.56,CLOUD_EXECUTION,5.913020999969376,,0,0,1772009028.669818
6522,esp41,40.0,480,NORMAL,0.602,FOG_EXECUTION,5.94293500000731,,0,0,1772009028.678216
6523,esp20,26.0,651,WARNING,0.59,CLOUD_EXECUTION,5.437141000015799,,0,0,1772009028.685213
6524,esp31,29.0,510,WARNING,0.531,CLOUD_EXECUTION,7.2788820000369014,,0,0,1772009028.6950376
6525,esp34,41.0,237,NORMAL,0.467,CLOUD_EXECUTION,5.9328979999691,,0,0,1772009028.7033954
6526,esp43,31.0,476,NORMAL,0.527,CLOUD_EXECUTION,5.992794000007962,,0,0,1772009028.7118852
6527,esp37,42.0,343,NORMAL,0.537,CLOUD_EXECUTION,6.341350999946371,,0,0,1772009028.7207325
6528,esp39,42.0,303,NORMAL,0.514,CLOUD_EXECUTION,5.978305999974509,,0,0,1772009028.7292738
6529,esp46,38.0,503,WARNING,0.599,CLOUD_EXECUTION,6.193357000029209,,0,0,1772009028.7379637
6530,esp47,42.0,423,NORMAL,0.584,CLOUD_EXECUTION,6.22245199997451,,0,0,1772009028.746887
6531,esp38,43.0,520,WARNING,0.649,FOG_EXECUTION,6.872163000025466,,0,0,1772009028.7559552
6532,esp50,36.0,567,WARNING,0.621,FOG_EXECUTION,5.867826999974568,,0,0,1772009028.7635422
6533,esp25,42.0,451,NORMAL,0.601,FOG_EXECUTION,5.539939000072991,,0,0,1772009028.7707572
6534,esp30,35.0,226,NORMAL,0.413,CLOUD_EXECUTION,5.75361400001384,,0,0,1772009028.7781003
6535,esp44,39.0,705,CRITICAL,0.725,FOG_EXECUTION,6.728769999995166,,0,0,1772009028.7866628
6536,esp49,43.0,264,NORMAL,0.499,CLOUD_EXECUTION,6.820663999974386,,0,0,1772009028.7965412
6537,esp48,28.0,404,NORMAL,0.461,CLOUD_EXECUTION,6.253598000057536,,0,0,1772009028.8054655
6538,esp35,30.0,769,WARNING,0.691,FOG_EXECUTION,6.887602999995579,,0,0,1772009028.814273
6539,esp42,28.0,385,NORMAL,0.45,CLOUD_EXECUTION,5.792080999981408,,0,0,1772009028.8217893
6540,esp1,30.0,472,NORMAL,0.517,CLOUD_EXECUTION,24.71482200007813,,0,0,1772009029.401537
6541,esp3,29.0,539,WARNING,0.548,CLOUD_EXECUTION,21.24629200000072,,0,0,1772009029.4398572
6542,esp4,35.0,354,NORMAL,0.488,CLOUD_EXECUTION,8.45522899999196,,0,0,1772009029.4524603
6543,esp2,45.0,418,NORMAL,0.605,FOG_EXECUTION,6.199380999987625,,0,0,1772009029.4611435
6544,esp9,28.0,630,WARNING,0.594,CLOUD_EXECUTION,5.814312000097743,,0,0,1772009029.4685533
6545,esp8,36.0,432,NORMAL,0.541,CLOUD_EXECUTION,7.051699000044209,,0,0,1772009029.4773936
6546,esp5,45.0,454,NORMAL,0.626,FOG_EXECUTION,6.147563999888916,,0,0,1772009029.486344
6547,esp11,36.0,396,NORMAL,0.52,CLOUD_EXECUTION,5.7460539999283355,,0,0,1772009029.493707
6548,esp6,39.0,685,CRITICAL,0.714,FOG_EXECUTION,6.028665000030742,,0,0,1772009029.5021548
6549,esp12,42.0,631,CRITICAL,0.706,FOG_EXECUTION,6.147007000095073,,0,0,1772009029.5109713
6550,esp16,39.0,504,WARNING,0.608,FOG_EXECUTION,6.612529999983963,,0,0,1772009029.5204496
6551,esp15,31.0,710,WARNING,0.664,FOG_EXECUTION,6.352178000042841,,0,0,1772009029.5284057
6552,esp7,32.0,295,NORMAL,0.429,CLOUD_EXECUTION,6.049854000025334,,0,0,1772009029.536104
6553,esp17,36.0,306,NORMAL,0.467,CLOUD_EXECUTION,6.129911000016364,,0,0,1772009029.5446672
6554,esp10,40.0,549,WARNING,0.642,FOG_EXECUTION,6.624531000056777,,0,0,1772009029.5531185
6555,esp19,28.0,583,WARNING,0.566,CLOUD_EXECUTION,6.140297999991162,,0,0,1772009029.5608094
6556,esp18,38.0,297,NORMAL,0.478,CLOUD_EXECUTION,6.5645170000152575,,0,0,1772009029.5698159
6557,esp28,32.0,384,NORMAL,0.481,CLOUD_EXECUTION,6.2619899999845074,,0,0,1772009029.5786238
6558,esp13,26.0,325,NORMAL,0.399,CLOUD_EXECUTION,6.121926999981042,,0,0,1772009029.5871458
6559,esp36,27.0,444,NORMAL,0.476,CLOUD_EXECUTION,6.006286999991062,,0,0,1772009029.5955968
6560,esp45,32.0,506,WARNING,0.553,CLOUD_EXECUTION,6.27554200002578,,0,0,1772009029.6045003
6561,esp21,29.0,238,NORMAL,0.372,CLOUD_EXECUTION,7.132663999982469,,0,0,1772009029.6135695
6562,esp22,42.0,714,CRITICAL,0.755,FOG_EXECUTION,6.213727000044855,,0,0,1772009029.622278
6563,esp24,40.0,777,CRITICAL,0.776,FOG_EXECUTION,6.451073999983237,,0,0,1772009029.631522
6564,esp29,45.0,751,CRITICAL,0.8,FOG_EXECUTION,6.5683919999628415,,0,0,1772009029.6410208
6565,esp27,32.0,721,WARNING,0.679,FOG_EXECUTION,6.961773000057292,,0,0,1772009029.650801
6566,esp32,30.0,453,NORMAL,0.506,CLOUD_EXECUTION,5.732946000080119,,0,0,1772009029.658577
6567,esp23,38.0,515,WARNING,0.606,FOG_EXECUTION,6.7254389999789055,,0,0,1772009029.6677601
6568,esp26,26.0,505,WARNING,0.504,CLOUD_EXECUTION,5.899652999914906,,0,0,1772009029.6752796
6569,esp33,38.0,582,WARNING,0.645,FOG_EXECUTION,6.482247000008101,,0,0,1772009029.684882
6570,esp14,41.0,547,WARNING,0.649,FOG_EXECUTION,6.529317999934392,,0,0,1772009029.6932697
6571,esp40,45.0,201,NORMAL,0.478,CLOUD_EXECUTION,6.095258000073045,,0,0,1772009029.701078
6572,esp41,37.0,742,WARNING,0.731,FOG_EXECUTION,6.148204999931295,,0,0,1772009029.709858
6573,esp20,38.0,259,NORMAL,0.456,CLOUD_EXECUTION,6.157312999903297,,0,0,1772009029.7180731
6574,esp31,43.0,264,NORMAL,0.499,CLOUD_EXECUTION,6.227028000012069,,0,0,1772009029.7267327
6575,esp34,37.0,299,NORMAL,0.471,CLOUD_EXECUTION,6.189005000010184,,0,0,1772009029.736959
6576,esp43,33.0,698,WARNING,0.673,FOG_EXECUTION,6.692608999969707,,0,0,1772009029.7461782
6577,esp37,34.0,787,WARNING,0.734,FOG_EXECUTION,6.0086759999649075,,0,0,1772009029.7538412
6578,esp46,45.0,304,NORMAL,0.538,CLOUD_EXECUTION,5.718806000004406,,0,0,1772009029.7611794
6579,esp39,41.0,350,NORMAL,0.533,CLOUD_EXECUTION,5.936065000014423,,0,0,1772009029.7697158
6580,esp47,27.0,548,WARNING,0.537,CLOUD_EXECUTION,7.409227000039209,,0,0,1772009029.8133419
6581,esp38,45.0,582,WARNING,0.701,FOG_EXECUTION,6.077773000015441,,0,0,1772009029.8222234
